_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;confianca
AL;OLHO D' AGUA DO CASADO;municipio;10.0;12.0;;;;;;baixa
AL;PIRANHAS;municipio;;;;;;;;baixa
AL;BATALHA;microrregiao;159.0;196.0;32.0;18.0;40.0;84.0;22.0;baixa
AL;BATALHA;municipio;32.0;40.0;;;;21.0;;baixa
AL;BELO MONTE;municipio;10.0;14.0;;;;;;baixa
AL;CARNEIROS;municipio;;;;;;;;baixa
AL;DOIS RIACHOS;municipio;;;;;;;;baixa
AL;.JACARE DOS HOMENS;municipio;16.0;21.0;;;;12.0;;baixa
AL;.JARAMATAIA;municipio;;;;;;;;baixa
AL;MAJOR ISIDORO;municipio;22.0;25.0;;;;;;baixa
AL;MARAVILHA;municipio;;10.0;;;;;;baixa
AL;MONTEIROPOLIS;municipio;;;;;;;;baixa
AL;OLHO D'AGUA DAS FLORES;municipio;;;;;;;;baixa
AL;OLIVENÇA;municipio;;;;;;;;baixa
AL;OURO BRANCO;municipio;;;;;;;;baixa
AL;PALESTINA;municipio;;;;;;;;baixa
AL;PÃO DE AÇUCAR;municipio;11.0;14.0;;;;;;baixa
AL;POÇO DAS TRINCHEIRAS;municipio;;;;;;;;baixa
AL;SANTANA DO IPANEMA;municipio;10.0;11.0;;;;;;baixa
AL;SÃO .JOSE DA TAPERA;municipio;;12.0;;;;;;baixa
AL;SENADOR RUI PALMEIRA;municipio;;;;;;;;baixa
AL;PALMEIRA DOS INOIOS;microrregiao;120.0;153.0;14.0;19.0;42.0;67.0;11.0;baixa
AL;CACIMBINHAS;municipio;13.0;22.0;;;;12.0;;baixa
AL;IGACI;municipio;15.0;26.0;;;;;;baixa
AL;MARIBONDO;municipio;10.0;10.0;;;;;;baixa
AL;MAR VERMELHO;municipio;;;;;;;;baixa
AL;MINADOR DO NEGRÃO;municipio;;;;;;;;baixa
AL;PALMEIRA DOS INOIOS;municipio;39.0;46.0;;;14.0;15.0;;baixa
AL;PAULO .JACINTO;municipio;;;;;;;;baixa
AL;QUEBRANGULO;municipio;21.0;21.0;;;;13.0;;baixa
AL;TANQUE D' ARCA;municipio;;10.0;;;;;;baixa
AL;ARAPIRACA;microrregiao;;;;;;;;baixa
AL;ANADIA;municipio;18.0;22.0;;;;;;baixa
AL;ARAPIRACA;municipio;34.0;44.0;;;;21.0;;baixa
AL;COITE DO NOIA;municipio;;;;;;;;baixa
AL;CRAIBAS;municipio;17.0;20.0;;;;;;baixa
AL;FEIRA GRANDE;municipio;10.0;12.0;;;;;;baixa
AL;GIRAU DO PONCIANO;municipio;35.0;54.0;21.0;;11.0;14.0;;baixa
AL;JUNQUEIRO;municipio;56.0;101.0;;14.0;;29.0;50.0;baixa
AL;LAGOA DA CANOA;municipio;17.0;17.0;;;;;;baixa
AL;LIMOEIRO OE ANADIA;municipio;33.0;41.0;;;;21.0;;baixa
AL;TOTAIS;total;302.0;780.0;250.0;20053.0;1173.0;;;baixa
AL;SERTÃO E AGRESTE ALAGOANO;mesorregiao;173.0;268.0;80.0;19607.0;471.0;;;baixa
AL;SERTÃO ALAGOANO;microrregiao;;;;5549.0;39.0;;;baixa
AL;AGUA BRANCA;municipio;;;;634.0;;;;baixa
AL;CANAPI;municipio;;;;1529.0;12.0;;;baixa
AL;OELMIRO GOUVEIA;municipio;;;;393.0;;;;baixa
AL;MATA GRANDE;municipio;;;;1298.0;;;;baixa
AL;OLHO D' AGUA DO CASADO;municipio;;;;166.0;;;;baixa
AL;PIRANHAS;municipio;;;;452.0;;;;baixa
AL;BATALHA;microrregiao;44.0;71.0;13.0;9369.0;139.0;;;baixa
AL;BATALHA;municipio;;;;191.0;23.0;;;baixa
AL;BELO MONTE;municipio;;;;290.0;;;;baixa
AL;CARNEIROS;municipio;;;;285.0;;;;baixa
AL;DOIS RIACHOS;municipio;;;;465.0;;;;baixa
AL;JACARE DOS HOMENS;municipio;;;;77.0;;;;baixa
AL;JARAMATAIA;municipio;;;;52.0;;;;baixa
AL;MAJOR ISIDORO;municipio;;11.0;;662.0;24.0;;;baixa
AL;MARAVILHA;municipio;;;;741.0;7.0;;;baixa
AL;MONTEIROPOLIS;municipio;;11.0;;150.0;;;;baixa
AL;OLHO D'AGUA DAS FLORES;municipio;;;;401.0;;;;baixa
AL;OLIVENÇA;municipio;;;;559.0;;;;baixa
AL;OURO BRANCO;municipio;;;;673.0;;;;baixa
AL;PALESTINA;municipio;;;;50.0;;;;baixa
AL;PÃO DE AÇUCAR;municipio;10.0;15.0;;763.0;12.0;;;baixa
AL;POÇO DAS TRINCHEIRAS;municipio;;;;583.0;;;;baixa
AL;SANTANA DO IPANEMA;municipio;;;;1177.0;;;;baixa
AL;SÃO JOSE DA TAPERA;municipio;;;;1655.0;16.0;;;baixa
AL;SENADOR RUI PALMEIRA;municipio;;;;595.0;;;;baixa
AL;PALMEIRA DOS INDIOS;microrregiao;75.0;111.0;;3289.0;100.0;;;baixa
AL;CACIMBINHAS;municipio;;;;592.0;24.0;;;baixa
AL;IGACI;municipio;53.0;77.0;;897.0;16.0;;;baixa
AL;MARIBONOO;municipio;;;;;;;;baixa
AL;MAR VERMELHO;municipio;;;;13.0;;;;baixa
AL;MINADOR DO NEGRÃO;municipio;;;;364.0;;;;baixa
AL;PALMEIRA DOS INOIOS;municipio;;14.0;;1255.0;20.0;;;baixa
AL;PAULO JACINTO;municipio;;;;10.0;;;;baixa
AL;QUEBRANGULO;municipio;;;;118.0;16.0;;;baixa
AL;TANQUE O'ARCA;municipio;;;;;;;;baixa
AL;ARAPIRACA;microrregiao;41.0;62.0;47.0;1371.0;144.0;;;baixa
AL;ANADIA;municipio;;;;;14.0;;;baixa
AL;ARAPIRACA;municipio;;13.0;;45.0;17.0;;;baixa
AL;COITE DO NOIA;municipio;;;;109.0;;;;baixa
AL;CRAIBAS;municipio;;;;183.0;10.0;;;baixa
AL;FEIRA GRANDE;municipio;;;;27.0;;;;baixa
AL;GIRAU DO PONCIANO;municipio;;;;230.0;25.0;;;baixa
AL;JUNQUEIRO;municipio;;;37.0;;10.0;;;baixa
AL;LAGOA DA CANOA;municipio;;;;10.0;;;;baixa
AL;LIMOEIRO DE ANADIA;municipio;;;;;13.0;;;baixa
AL;MATA ALAGOANA;mesorregiao;901.0;2293.0;139.0;162.0;322.0;;;baixa
AL;MATA ALAGOANA;microrregiao;473.0;795.0;76.0;106.0;163.0;;;baixa
AL;ATALAIA;municipio;88.0;173.0;;;37.0;;;baixa
AL;BRANOU l NHA;municipio;;;2.0;;;;;baixa
AL;CAJUEIRO;municipio;21.0;30.0;;;;;;baixa
AL;CAPELA;municipio;48.0;87.0;26.0;12.0;22.0;;;baixa
AL;CHÃ PRETA;municipio;10.0;12.0;;;;;;baixa
AL;COLONIA LEOPOLDINA;municipio;20.0;27.0;;;;;;baixa
AL;FLEXEIRAS;municipio;20.0;28.0;;;10.0;;;baixa
AL;IBATEGUARA;municipio;22.0;27.0;;;;;;baixa
AL;JACUIPE;municipio;18.0;27.0;;;;;;baixa
AL;JOAQUIM GOMES;municipio;26.0;39.0;;;;;;baixa
AL;.JUNDIA;municipio;22.0;33.0;;;;;;baixa
AL;MESSIAS;municipio;;30.0;;;;;;baixa
AL;MURICI;municipio;27.0;45.0;;22.0;15.0;;;baixa
AL;NOVO LINO;municipio;26.0;49.0;;;;;;baixa
AL;PINDOBA;municipio;11.0;13.0;;;;;;baixa
AL;SANTANA DO MUNOAU;municipio;;11.0;;;;;;baixa
AL;SÃO JOSE DA LAJE;municipio;24.0;30.0;;;;;;baixa
AL;UNIÃO DOS PALMARES;municipio;47.0;101.0;;22.0;16.0;;;baixa
AL;VIÇOSA;municipio;21.0;26.0;;2.0;;;;baixa
AL;LITORAL NORTE ALAGOANO;microrregiao;162.0;292.0;16.0;17.0;57.0;;;baixa
AL;BARRA DE SANTO ANTONIO;municipio;;15.0;;;;;;baixa
AL;JAPARATINGA;municipio;13.0;16.0;;;;;;baixa
AL;MARAGOGI;municipio;14.0;19.0;;;;;;baixa
AL;MATRIZ DE CAMARAGIBE;municipio;15.0;30.0;;;;;;baixa
AL;PASSO DE CAMARAGIBE;municipio;20.0;36.0;;;;;;baixa
AL;PORTO CALVO;municipio;32.0;93.0;;;15.0;;;baixa
AL;PORTO DE PEDRAS;municipio;26.0;37.0;;;10.0;;;baixa
AL;SÃO MIGUEL DOS MILAGRES;municipio;;;;;;;;baixa
AL;TABULEIROS DE s MIGUEL OC'S CAMPOS;microrregiao;266.0;1206.0;;39.0;102.0;;;baixa
AL;BARRA DE SÃO MIGUEL;municipio;;;;3.0;;;;baixa
AL;BOCA DA MATA;municipio;42.0;143.0;;;40.0;;;baixa
AL;CAMPO ALEGRE;municipio;60.0;282.0;;;14.0;;;baixa
AL;CORURIPE;municipio;104.0;431.0;34.0;18.0;24.0;;;baixa
AL;ROTEIRO;municipio;;72.0;;;;;;baixa
AL;SÃO MIGUEL DOS CAMPOS;municipio;45.0;270.0;;13.0;24.0;;;baixa
AL;MATA ALAGOANA;mesorregiao;113.0;492.0;120.0;423.0;617.0;;;baixa
AL;MATA ALAGOANA;microrregiao;73.0;195.0;61.0;309.0;331.0;;;baixa
AL;ATALAIA;municipio;11.0;19.0;12.0;;68.0;;;baixa
AL;BRANQUINHA;municipio;;;;;4.0;;;baixa
AL;CAJUEIRO;municipio;;2.0;;;13.0;;;baixa
AL;CAPELA;municipio;;14.0;;12.0;38.0;;;baixa
AL;COLONIA LEOPOLDINA;municipio;12.0;50.0;;16.0;17.0;;;baixa
AL;FLEXEIRAS;municipio;;;;23.0;14.0;;;baixa
AL;IBATEGUARA;municipio;;;;;12.0;;;baixa
AL;JACUIPE;municipio;;;;20.0;;;;baixa
AL;JOAQUIM GOMES;municipio;;;;29.0;16.0;;;baixa
AL;JUNDIA;municipio;;;;18.0;15.0;;;baixa
AL;MESSIAS;municipio;;22.0;;;;;;baixa
AL;MURICI;municipio;;;;;;;;baixa
AL;NOVO LINO;municipio;;13.0;;28.0;24.0;;;baixa
AL;PINOOBA;municipio;;;;;10.0;;;baixa
AL;SANTANA DO MUNDAU;municipio;;;;14.0;;;;baixa
AL;SÃO JOSE DA LAJE;municipio;;;;30.0;17.0;;;baixa
AL;UNIÃO DOS PALMARES;municipio;11.0;44.0;;39.0;37.0;;;baixa
AL;VIÇOSA;municipio;;;;27.0;10.0;;;baixa
AL;LITORAL NORTE ALAGOANO;microrregiao;19.0;33.0;40.0;104.0;107.0;;;baixa
AL;BARRA OE SANTO ANTONIO;municipio;;;;;;;;baixa
AL;JAPARATINGA;municipio;;;;;;;;baixa
AL;MARAGOGI;municipio;;;;13.0;11.0;;;baixa
AL;MATRIZ OE CAMARAGIBE;municipio;;;;;14.0;;;baixa
AL;PASSO OE CAMARAGIBE;municipio;;15.0;;;;;;baixa
AL;PORTO CALVO;municipio;;;2.0;17.0;27.0;;;baixa
AL;PORTO OE PEDRAS;municipio;;;;;;;;baixa
AL;TABULEIROS OE s MIGUEL DOS CAMPOS;microrregiao;21.0;264.0;19.0;10.0;179.0;;;baixa
AL;BARRA OE SÃO MIGUEL;municipio;;;;;;;;baixa
AL;BOCA DA MATA;municipio;11.0;103.0;;;29.0;;;baixa
AL;CAMPO ALEGRE;municipio;;130.0;;;52.0;;;baixa
AL;CORURIPE;municipio;;26.0;;2.0;56.0;;;baixa
AL;ROTEIRO;municipio;;;;;;;;baixa
AL;SÃO MIGUEL DOS CAMPOS;municipio;2.0;;4.0;;33.0;;;baixa
AM;TOTAIS;total;365.0;577.0;92.0;114.0;139.0;151.0;81.0;baixa
AM;H(LEIA AMAZONENSE;mesorregiao;82.0;28.0;12.0;32.0;33.0;28.0;;baixa
AM;ALTO SOLIMÕES;microrregiao;;;;;;;;baixa
AM;AMATURA;municipio;;;;;;;;baixa
AM;ATALAIA DO NORTE;municipio;;;;;;;;baixa
AM;BENJAMIN CONSTANT;municipio;;;;;;;;baixa
AM;FONTE BOA;municipio;;;;;;;;baixa
AM;JUTA(;municipio;;;;;;;;baixa
AM;SANTO ANTONIO DO IÇA;municipio;;;;;;;;baixa
AM;SÃO PAULO DE OLIVENÇA;municipio;;;;;;;;baixa
AM;TABATINGA;municipio;;;;;;;;baixa
AM;TONANTINS;municipio;;;;;;;;baixa
AM;JURUA;microrregiao;;8.0;;;;;;baixa
AM;CARAUARI;municipio;;3.0;2.0;;;;;baixa
AM;EIRUNEPE;municipio;2.0;2.0;;;;;;baixa
AM;ENVIRA;municipio;2.0;2.0;;;;;;baixa
AM;IPIXUNA;municipio;;;;;;;;baixa
AM;ITAMARATI;municipio;;;;;;;;baixa
AM;JURUA;municipio;;;;;;;;baixa
AM;PURUS;microrregiao;31.0;51.0;;;;28.0;11.0;baixa
AM;ROCA DO ACRE;municipio;27.0;42.0;;;;25.0;;baixa
AM;CANUTAMA;municipio;2.0;2.0;;;;;;baixa
AM;LABREA;municipio;;;;;;;;baixa
AM;PAUINI;municipio;;;;;;;;baixa
AM;TAPAUA;municipio;;;;;;;;baixa
AM;MADEIRA;microrregiao;20.0;37.0;;;15.0;;;baixa
AM;BORBA;municipio;;;;;;;;baixa
AM;HUMA(TA;municipio;9.0;22.0;;2.0;;2.0;;baixa
AM;MANICORE;municipio;6.0;;;2.0;;2.0;;baixa
AM;NOVO ARIPUANÃ;municipio;;;;;;;;baixa
AM;RIO NEGRO;microrregiao;3.0;;;;;;;baixa
AM;BARCELOS;municipio;;;;;;;;baixa
AM;NOVO AIRÃO;municipio;;2.0;;;;;;baixa
AM;SANTA ISABEL DO RIO NEGRO;municipio;;3.0;;;;;;baixa
AM;SÃO GABRIEL DA CACHOEIRA;municipio;;;;;;;;baixa
AM;SOLIMÕES-.JAPURA;microrregiao;16.0;25.0;17.0;;;;;baixa
AM;ALVARÃES;municipio;15.0;18.0;17.0;;;;;baixa
AM;ANAMÃ;municipio;;;;;;;;baixa
AM;ANORI;municipio;;;;;;;;baixa
AM;COAR(;municipio;;;;;;;;baixa
AM;CODA JAS;municipio;;;;;;;;baixa
AM;.JAPURA;municipio;;;;;;;;baixa
AM;MARAÃ;municipio;;;;;;;;baixa
AM;TEFE;municipio;;;;;;;7.0;baixa
AM;UARINI;municipio;;;;;;;;baixa
AM;TOTAIS;total;60.0;83.0;48.0;21.0;212.0;;;baixa
AM;HILEIA AMAZONENSE;mesorregiao;;11.0;;;26.0;;;baixa
AM;JURUA;microrregiao;;;;;;;;baixa
AM;CARAUARI;municipio;;;;;;;;baixa
AM;EIRUNEPE;municipio;;;;;;;;baixa
AM;ENVIRA;municipio;;;;;;;;baixa
AM;PURUS;microrregiao;;;;;;;;baixa
AM;BOCA DO ACRE;municipio;;;;;10.0;;;baixa
AM;CANUTAMA;municipio;;;;;;;;baixa
AM;MADEIRA;microrregiao;;;;;;;;baixa
AM;HUMAITA;municipio;;;;;;;;baixa
AM;MANICORE;municipio;;;;;;;;baixa
AM;RIO NEGRO;microrregiao;;;;;;;;baixa
AM;NOVO AtRÃO;municipio;;;;;;;;baixa
AM;SANTA ISABEL DO RIO NEGRO;municipio;;;;;;;;baixa
AM;SOLIMÔES-JAPURA;microrregiao;;;;;;;;baixa
AM;ALVARÃES;municipio;;;;;;;;baixa
AM;ANOR(;municipio;;;;;;;;baixa
AM;CODAJAS;municipio;;;;;;;;baixa
AM;JAPURA;municipio;;;;;;;;baixa
AM;MARAÂ;municipio;;;;;;;;baixa
AM;TEFE;municipio;;;;;;;;baixa
AM;MEDIO AMAZONAS;microrregiao;283.0;444.0;64.0;102.0;107.0;8.0;53.0;baixa
AM;AUTAZES;municipio;21.0;37.0;10.0;;;;;baixa
AM;BARREIRINHA;municipio;;;;;;;;baixa
AM;BERURI;municipio;;;;;;;;baixa
AM;BOA VISTA DO RAMOS;municipio;;;;;;;;baixa
AM;CAAPIRANGA;municipio;;;;;;;;baixa
AM;CAREIRO;municipio;22.0;35.0;;;10.0;15.0;;baixa
AM;IRANDUBA;municipio;42.0;58.0;;16.0;19.0;16.0;;baixa
AM;ITACOATIARA;municipio;19.0;28.0;;;;;;baixa
AM;ITAPIRANGA;municipio;;;;;;;;baixa
AM;MANACAPURU;municipio;;13.0;;;;;;baixa
AM;MANAQUIRI;municipio;;;;;;;;baixa
AM;MAUES;municipio;;;;;;;;baixa
AM;NHAMUNDA;municipio;;;;;;;;baixa
AM;NOVA OLINDA DO NORTE;municipio;;;;;;;;baixa
AM;PARINTINS;municipio;;;;;;;;baixa
AM;PRESIDENTE FIGUEIREDO;municipio;;;;;;;;baixa
AM;RIO PRETO DA EVA;municipio;40.0;60.0;;;11.0;27.0;11.0;baixa
AM;SÃO SEBASTIÃO DO UATUMÃ;municipio;;;;;;;;baixa
AM;SILVES;municipio;;17.0;;;;;;baixa
AM;URUCARA;municipio;;;;;;;;baixa
AM;URUCURITUBA;municipio;;;;;;;;baixa
AM;MEDIO AMAZONAS;microrregiao;53.0;72.0;40.0;18.0;186.0;;;baixa
AM;AUTAZES;municipio;;;;;;;;baixa
AM;CAREIRO;municipio;;;;;;;;baixa
AM;IRANOUBA;municipio;;;;;22.0;;;baixa
AM;ITACOATIARA;municipio;;;;;11.0;;;baixa
AM;MANACAPURU;municipio;;;;;;;;baixa
AM;NHAMUNOA;municipio;;;;;;;;baixa
AM;PARINTINS;municipio;;;;;16.0;;;baixa
AM;RIO PRETO DA EVA;municipio;18.0;24.0;;;42.0;;;baixa
AM;SILVES;municipio;;;;;;;;baixa
AM;URUCARA;municipio;;10.0;;;;;;baixa
AP;TOTAIS;total;51.0;113.0;10.0;19.0;33.0;27.0;24.0;media
AP;AMAPA;mesorregiao;51.0;3.0;10.0;19.0;33.0;27.0;24.0;media
AP;MACAPA;microrregiao;39.0;94.0;10.0;13.0;25.0;26.0;20.0;media
AP;MACAPA. as;municipio;10.0;24.0;;;;;;media
AP;MAZAGÃO;municipio;;;;3.0;;;2.0;media
AP;AMAPA E OIAPOQUE;microrregiao;12.0;19.0;;;;;;media
AP;AMAPA;municipio;;18.0;;;;;4.0;media
AP;CALÇOENE;municipio;;;;;;;;media
AP;OIAPOQUE;municipio;;;;;;;;media
AP;TOTAIS;total;27.0;;;27.0;;;;media
AP;AMAPA;mesorregiao;27.0;;;27.0;;;;media
AP;MACAPA;microrregiao;22.0;;;20.0;;;;media
AP;MACAPA;municipio;22.0;;;19.0;;;;media
AP;MAZAGÃO;municipio;;;;;;;;media
AP;AMAPA E OIAPOQUE;microrregiao;;;;7.0;;;;media
AP;AMAPA;municipio;;;;7.0;;;;media
BA;TOTAIS;total;10643.0;5953.0;1736.0;1883.0;;;;baixa
BA;OESTE BAIANO;mesorregiao;4349.0;6695.0;502.0;565.0;;;;baixa
BA;CHAPADÕES DO ALTO RIO GRANDE;microrregiao;616.0;1267.0;74.0;681.0;;;;baixa
BA;ANGICAL;municipio;13.0;22.0;;;;;;baixa
BA;BAIANOPOLIS;municipio;38.0;56.0;;;;;;baixa
BA;BARREIRAS;municipio;208.0;386.0;13.0;13.0;;;;baixa
BA;BREJOLANDIA;municipio;17.0;25.0;;;;;;baixa
BA;CATOLANDIA;municipio;11.0;16.0;;;;;;baixa
BA;COTEGIPE;municipio;51.0;101.0;;13.0;;;;baixa
BA;CRISTOPOLIS;municipio;10.0;14.0;;;;;;baixa
BA;FORMOSA;municipio;174.0;10.0;130.0;27.0;;;;baixa
BA;RIACHÃO DAS NEVES;municipio;68.0;101.0;;16.0;;;;baixa
BA;SANTA RITA DE CASSIA;municipio;25.0;59.0;;;;;;baixa
BA;SÃO DESIDERIO;municipio;121.0;309.0;;;;;;baixa
BA;T ABOCAS DO BREJO VELHO;municipio;;;;;;;;baixa
BA;CHAPADÕES DO RIO CORRENTE;microrregiao;117.0;264.0;48.0;38.0;;;;baixa
BA;CANAPOL IS;municipio;;;;;;;;baixa
BA;cocos';municipio;21.0;44.0;;;;;;baixa
BA;CORIBE;municipio;;22.0;;;;;;baixa
BA;CORRENTINA;municipio;25.0;87.0;26.0;20.0;;;;baixa
BA;SANTA MARIA DA VITORIA;municipio;26.0;50.0;;;;;;baixa
BA;SANTANA;municipio;25.0;38.0;;13.0;;;;baixa
BA;SERRA DOURADA;municipio;11.0;20.0;;;;;;baixa
BA;BAIXO-MEDI O SÃO FRANCISCO;microrregiao;243.0;380.0;41.0;76.0;;;;baixa
BA;BARRA;municipio;45.0;122.0;;22.0;;;;baixa
BA;CAMPO ALEGRE OE LO URDES;municipio;;11.0;;;;;;baixa
BA;CASA NOVA;municipio;22.0;31.0;;20.0;;;;baixa
BA;IBOTIRAMA;municipio;10.0;10.0;;;;;;baixa
BA;MORPARA;municipio;10.0;14.0;;;;;;baixa
BA;PILÃO ARCADO;municipio;;;;;;;;baixa
BA;REMANSO;municipio;17.0;19.0;;;;;;baixa
BA;SENTO SE;municipio;35.0;41.0;;17.0;;;;baixa
BA;XIQUE-XIQUE;municipio;92.0;129.0;;;;;;baixa
BA;MEDI O SÃO FRANCISCO;microrregiao;236.0;62.0;41.0;62.0;;;;baixa
BA;BOM JESUS DA LAPA;municipio;49.0;95.0;21.0;10.0;;;;baixa
BA;CARINHANHA;municipio;34.0;65.0;;;;;;baixa
BA;MALHADA;municipio;147.0;338.0;31.0;28.0;;;;baixa
BA;PARATINGA;municipio;;;;;;;;baixa
BA;CHAPADA DIAMANTINA SETENTRIONAL;microrregiao;1659.0;2196.0;51.0;122.0;;;;baixa
BA;BARRA DO MENDES;municipio;15.0;15.0;;;;;;baixa
BA;CAF ARNAUM;municipio;40.0;41.0;;;;;;baixa
BA;CANARANA;municipio;138.0;156.0;;;;;;baixa
BA;CENTRAL;municipio;104.0;116.0;;;;;;baixa
BA;GENTIO;municipio;;;;;;;;baixa
BA;IBIPEBA;municipio;41.0;49.0;;;;;;baixa
BA;IBITITA;municipio;101.0;118.0;;;;;;baixa
BA;IRECE;municipio;891.0;1299.0;16.0;64.0;;;;baixa
BA;JUS SARA;municipio;69.0;82.0;;;;;;baixa
BA;MORRO;municipio;139.0;186.0;17.0;27.0;;;;baixa
BA;TOTAIS;total;5869.0;2405.0;83558.0;100022.0;;;;baixa
BA;OESTE BAIANO;mesorregiao;3953.0;1358.0;59622.0;70599.0;;;;baixa
BA;CHAPADÕES DO ALTO RIO GRANDE;microrregiao;597.0;184.0;1013.0;1062.0;;;;baixa
BA;ANGICAL;municipio;;;19.0;19.0;;;;baixa
BA;BAIANOPOLIS;municipio;26.0;;268.0;270.0;;;;baixa
BA;BARREIRAS;municipio;233.0;90.0;100.0;107.0;;;;baixa
BA;BREJOLANOIA;municipio;;;28.0;32.0;;;;baixa
BA;CATOLANDIA;municipio;;;111.0;112.0;;;;baixa
BA;COTEGIPE;municipio;38.0;;;15.0;;;;baixa
BA;CRISTOPOLIS;municipio;;;138.0;144.0;;;;baixa
BA;FORMOSA DO RIO PRETO;municipio;76.0;27.0;16.0;19.0;;;;baixa
BA;RIA CHÃO DAS NEVES;municipio;17.0;;;10.0;;;;baixa
BA;SANTA RITA DE CASSIA;municipio;21.0;;78.0;84.0;;;;baixa
BA;SÃO DESIDERIO;municipio;173.0;19.0;182.0;192.0;;;;baixa
BA;TABOCAS DO BREJO VELHO;municipio;;;57.0;58.0;;;;baixa
BA;CHAPADÕES DO RIO CORRENTE;microrregiao;48.0;15.0;98.0;1269.0;;;;baixa
BA;CANAPOLIS;municipio;;;;;;;;baixa
BA;cocos;municipio;14.0;;154.0;164.0;;;;baixa
BA;COR I BE;municipio;;;266.0;315.0;;;;baixa
BA;CORRENTINA;municipio;14.0;;568.0;566.0;;;;baixa
BA;SANTA MARIA DA VITORIA;municipio;;;106.0;116.0;;;;baixa
BA;SANTANA;municipio;;;41.0;43.0;;;;baixa
BA;SERRA DOURADA;municipio;;;40.0;42.0;;;;baixa
BA;BAIXO-MEDI O SÃO FRANCISCO;microrregiao;117.0;41.0;6225.0;6846.0;;;;baixa
BA;BARRA;municipio;35.0;;159.0;162.0;;;;baixa
BA;CAMPO ALEGRE DE LOURDES;municipio;;;512.0;565.0;;;;baixa
BA;CASA NOVA;municipio;19.0;;4407.0;4835.0;;;;baixa
BA;IBOTIRAMA;municipio;;;280.0;314.0;;;;baixa
BA;MORPARA;municipio;;;90.0;96.0;;;;baixa
BA;PILÃO ARCADO;municipio;;;131.0;135.0;;;;baixa
BA;REMANSO;municipio;;;556.0;566.0;;;;baixa
BA;SENTO SE;municipio;;;26.0;32.0;;;;baixa
BA;XIOUE-XIOUE;municipio;46.0;25.0;64.0;99.0;;;;baixa
BA;MEDIO SÃO FRANCISCO;microrregiao;419.0;11.0;3686.0;4187.0;;;;baixa
BA;BOM JESUS DA LAPA;municipio;145.0;;1788.0;2108.0;;;;baixa
BA;CARINHANHA;municipio;16.0;;135.0;156.0;;;;baixa
BA;MALHADA;municipio;175.0;;233.0;316.0;;;;baixa
BA;PARATINGA;municipio;83.0;;1530.0;1603.0;;;;baixa
BA;CHAPADA DIAMANTINA SETENTRIONAL;microrregiao;1497.0;1023.0;3174.0;3941.0;;;;baixa
BA;BARRA DO MENDES;municipio;;;36.0;36.0;;;;baixa
BA;CAFARNAUM;municipio;31.0;12.0;462.0;500.0;;;;baixa
BA;CANARANA;municipio;128.0;90.0;;10.0;;;;baixa
BA;CENTRAL;municipio;71.0;76.0;533.0;742.0;;;;baixa
BA;GENTIO DO OURO;municipio;;;;;;;;baixa
