_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;confianca
AL;PALESTINA;microrregiao;;;;;;baixa
AL;PÃO DE AÇUCA-;microrregiao;29.0;12.0;;;;baixa
AL;POÇO DAS TR I N'çHE IRAS;microrregiao;44.0;130.0;;;;baixa
AL;SANTANA DO IPANEMA;microrregiao;78.0;16.0;;;;baixa
AL;SÃO JOSE DA TA PERA;microrregiao;;;;;;baixa
AL;SENADOR RUI PALMEIRA;microrregiao;60.0;220.0;;;;baixa
AL;PALMEIRA DOS INDIOS;microrregiao;;;;;;baixa
AL;CACIMBINHAS;microrregiao;;;;;;baixa
AL;IGACI;microrregiao;58.0;;;;;baixa
AL;MARIBONDO;microrregiao;;;;;;baixa
AL;MAR VERMELHO;microrregiao;;;;;;baixa
AL;MINADOR DO NEGRÃO;microrregiao;11.0;;;;;baixa
AL;PAULO JACINTO;microrregiao;;2.0;;;;baixa
AL;QUEBRANGULO;microrregiao;;;;;;baixa
AL;TANQUE D' ARCA;microrregiao;;;;;;baixa
AL;ARAPIRACA;microrregiao;1783.0;;25.0;;;baixa
AL;ANADIA;microrregiao;;;;;;baixa
AL;ARAPIRACA;microrregiao;1743.0;741.0;25.0;;;baixa
AL;COITE DO NOIA;microrregiao;;;;;;baixa
AL;CRAIBAS;microrregiao;;;;;;baixa
AL;FEIRA GRANDE;microrregiao;;;;;;baixa
AL;GIRAU DO PONCIANO;microrregiao;2.0;;;;;baixa
AL;JUNQUEIRO;microrregiao;;;;;;baixa
AL;LAGOA DA CANOA;microrregiao;;;;;;baixa
AL;MATA ALAGOANA;mesorregiao;;;;;;baixa
AL;MATA ALAGOANA;microrregiao;;;;;;baixa
AL;ATALAIA;municipio;;;;;;baixa
AL;BRANQUINHA;municipio;;;;;;baixa
AL;CAPELA;municipio;;;;;;baixa
AL;CHÃ PRETA;municipio;;;;;;baixa
AL;COLONIA LEOPOLDINA;municipio;;;;;;baixa
AL;FLEXEIRAS;municipio;;;;;;baixa
AL;IBATEGUARA;municipio;;;;;;baixa
AL;JACUIPE;municipio;;;;;;baixa
AL;JOAQUIM GOMES;municipio;;;;;;baixa
AL;JUNDIA;municipio;;;;;;baixa
AL;MESSIAS;municipio;;;;;;baixa
AL;MURICI;municipio;;;;;;baixa
AL;NOVO LINO;municipio;;;;;;baixa
AL;PINOOBA;municipio;;;;;;baixa
AL;SANTANA DO MUNOAU;municipio;;;;;;baixa
AL;SÃO JOSE DA LAJE;municipio;;;;;;baixa
AL;UNIÃO DOS PALMARES;municipio;;;;;;baixa
AL;VIÇOSA;municipio;;;;;;baixa
AL;LITORAL NORTE ALAGOANO;microrregiao;;;;;;baixa
AL;BARRA DE SANTO ANTONIO;municipio;;;;;;baixa
AL;JAPARAT I NGA;municipio;;;;;;baixa
AL;MARAGOGI;municipio;;;;;;baixa
AL;MATRIZ DE CAMARAGIBE;municipio;;;;;;baixa
AL;PASSO DE CAMARAGIBE;municipio;;;;;;baixa
AL;PORTO CALVO;municipio;;;;;;baixa
AL;PORTO DE PEDRAS;municipio;;;;;;baixa
AL;TABULEIROS DE s MIGUEL DOS CAMPOS;microrregiao;;;;;;baixa
AL;BOCA DA MATA;municipio;;;;;;baixa
AL;CAMPO ALEGRE;municipio;;;;;;baixa
AL;CORURIPE;municipio;;;;;;baixa
AL;ROTEIRO;municipio;;;;;;baixa
AL;SÃO MIGUEL DOS CAMPOS;municipio;;;;;;baixa
AM;TOTAIS;total;10551.0;9772.0;289.0;13.0;111.0;media
AM;HILEIA AMAZONENSE;mesorregiao;297.0;87.0;14.0;;;media
AM;ALTO SOLIMÕES;microrregiao;100.0;44.0;;;;media
AM;AMATURA;municipio;1.0;;;;;media
AM;ATALAIA DO NORTE;municipio;;;;;;media
AM;BENjAMJN CONSTANl;municipio;;29.0;;;;media
AM;F'ONTE BOA;municipio;18.0;2.0;;;;media
AM;.JUTA(;municipio;15.0;;;;;media
AM;SANTO f,NTON(O DO IÇA;municipio;;3.0;;;;media
AM;SÃO PAULO DE OLIVENÇA;municipio;;;;;;media
AM;TABATIHGA;municipio;;;;;;media
AM;TONANTINS;municipio;6.0;;;;;media
AM;.JURUA;microrregiao;49.0;17.0;;;;media
AM;EIRUNEPE;municipio;14.0;;;;;media
AM;ENVIRA;municipio;24.0;;;;;media
AM;(P(XUNA;municipio;9.0;2.0;;;;media
AM;ITMIARAT(;municipio;;;;;;media
AM;PURUS;microrregiao;56.0;14.0;;;;media
AM;BOCA DO ACRE;municipio;24.0;;;;;media
AM;CANUTAMA;municipio;;;;;;media
AM;LABREA;municipio;;;;;;media
AM;PAUINI;municipio;;;;;;media
AM;TAPAUA;municipio;23.0;;;;;media
AM;MADEIRA;microrregiao;56.0;;;;;alta
AM;BORBA;municipio;33.0;3.0;;;;alta
AM;HUMAITA;municipio;2.0;;;;;alta
AM;MAHICORE;municipio;7.0;;;;;alta
AM;NOVO ARIPUANÃ;municipio;12.0;;;;;alta
AM;RIO NEGRO;microrregiao;;;;;;media
AM;BARCELOS;municipio;;;;;;media
AM;NOVO AIRÃO;municipio;;;;;;media
AM;SANTA ISABEL DO RIO NEGRO;municipio;;;;;;media
AM;SÃO GABRIEL DA CACHOEIRA;municipio;;;;;;media
AM;SOLIMÕES-.JAPURA;microrregiao;33.0;;;;;media
AM;ALVARÃES;municipio;;;;;;media
AM;ANAMÂ;municipio;;;;;;media
AM;ANORI;municipio;;;;;;media
AM;COAR(;municipio;;;;;;media
AM;CODA JAS;municipio;;;;;;media
AM;.JAPURA;municipio;;;;;;media
AM;MARAÃ;municipio;11.0;2.0;;;;media
AM;TEFE;municipio;9.0;;;;;media
AM;UAR(NI;municipio;;;;;;media
AM;MEDI O AMAZONAS;microrregiao;10253.0;289.0;12.0;;;media
AM;AUTAZES;municipio;17.0;;;;;media
AM;BARREIRINHA;municipio;22.0;;;;;media
AM;BERURI;municipio;;;;;;media
AM;BOA VISTA DO RAMOS;municipio;;;;;;media
AM;CAAPIRANGA;municipio;;;;;;media
AM;CAREIRO;municipio;70.0;29.0;;;;media
AM;IRANDUBA;municipio;2763.0;;;;;media
AM;ITACOATIARA;municipio;9.0;121.0;;;;media
AM;ITAPIRANGA;municipio;;;;;;media
AM;MANACAPURU;municipio;11.0;2.0;;;;media
AM;MANAOUIRI;municipio;15.0;10.0;;;;media
AM;MAUES;municipio;25.0;;;;;media
AM;NHAMUNOA;municipio;2.0;;;;;media
AM;NOVA OLINDA DO NORTE;municipio;16.0;9.0;;;;media
AM;PARINTINS;municipio;12.0;2.0;;;;media
AM;PRESIDENTE FIGUEIREDO;municipio;39.0;38.0;;;;media
AM;RIO PRETO DA EVA;municipio;25.0;24.0;;;;media
AM;SÃO SEBASTIÃO DO UATUMÃ;municipio;;;;;;media
AM;SILVES;municipio;;;;;;media
AM;URUCARA;municipio;;;;;;media
AM;URUCURITUBA;municipio;;;;;;media
BA;TOTAIS;total;27315.0;11607.0;71.0;50.0;138.0;baixa
BA;OESTE BAIANO;mesorregiao;11685.0;4508.0;12.0;18.0;;baixa
BA;CHAPADÕES DO Al TO RIO GRANDE;mesorregiao;873.0;279.0;;;;baixa
BA;ANGICAL;microrregiao;150.0;71.0;;;;baixa
BA;BAIANOPOLIS;microrregiao;30.0;;;;;baixa
BA;BARREIRAS;microrregiao;131.0;53.0;;;;baixa
BA;BREJOLANDIA;microrregiao;77.0;22.0;;;;baixa
BA;CATOLANDIA;microrregiao;23.0;;;;;baixa
BA;COTEGIPE;microrregiao;52.0;17.0;;;;baixa
BA;CRISTOPOLIS;microrregiao;70.0;19.0;;;;baixa
BA;FORMOSA DO RIO PRETO;microrregiao;9.0;11.0;;;;baixa
BA;RIACHÃO DAS NEVES;microrregiao;68.0;19.0;;;;baixa
BA;SANTA RITA DE CASSIA;microrregiao;51.0;;;;;baixa
BA;SÃO DESIDERIO;microrregiao;67.0;18.0;;;;baixa
BA;TABOCAS DO BREJO VELHO;microrregiao;95.0;20.0;;;;baixa
BA;CHAPADÕES DO RIO CORRENTE;microrregiao;937.0;373.0;;;;baixa
BA;CANAPOLIS;microrregiao;38.0;11.0;;;;baixa
BA;cocos;microrregiao;65.0;12.0;;;;baixa
BA;CORIBE;microrregiao;160.0;69.0;;;;baixa
BA;CORRENTINA;microrregiao;90.0;65.0;;;;baixa
BA;SANTA MARIA DA VITORIA;microrregiao;146.0;65.0;;;;baixa
BA;SANTANA;microrregiao;234.0;125.0;;;;baixa
BA;SERRA DOURADA;microrregiao;101.0;23.0;;;;baixa
BA;BAIXO-MEDI O SÃO FRANCISCO;microrregiao;1241.0;492.0;;;;baixa
BA;BARRA;microrregiao;161.0;56.0;;;;baixa
BA;CAMPO ALEGRE DE LOURDES;microrregiao;;;;;;baixa
BA;CASA NOVA;microrregiao;229.0;91.0;;;;baixa
BA;IBOTIRAMA;microrregiao;7.0;11.0;5.0;;;baixa
BA;MORPARA;microrregiao;56.0;19.0;;;;baixa
BA;PILÃO ARCADO;microrregiao;;;;;;baixa
BA;REMANSO;microrregiao;;;;;;baixa
BA;SENTO SE;microrregiao;2.0;;;;;baixa
BA;XIOUE-XIOUE;microrregiao;319.0;177.0;;;;baixa
BA;MEDI O SÃO FRANCISCO;microrregiao;;;;;;baixa
BA;BOM JESUS DA LAPA;microrregiao;156.0;;;;;baixa
BA;CAR I NHANHA;microrregiao;222.0;84.0;;;;baixa
BA;MALHADA;microrregiao;;;;;;baixa
BA;PARATINGA;microrregiao;100.0;38.0;;;;baixa
BA;CHAPADA DIAMANTINA SETENTRIONAL, is;microrregiao;;;;;;baixa
BA;BARRA DO MENDES;microrregiao;169.0;81.0;;;;baixa
BA;CAFARNAUM;microrregiao;52.0;11.0;;;;baixa
BA;CANARANA;microrregiao;;;;;;baixa
BA;CENTRAL;microrregiao;;;;;;baixa
BA;GENTIO DO OURO;microrregiao;21.0;;;;;baixa
BA;IBIPEBA;microrregiao;51.0;;;;;baixa
BA;IBITITA;microrregiao;;;;;;baixa
BA;IRECE;microrregiao;;;;;;baixa
BA;JUSSARA;microrregiao;;;;;;baixa
BA;MORRO DO CHAPEU;microrregiao;;;230.0;;;baixa
BA;PRESIDENTE OUTRA;microrregiao;;;150.0;;;baixa
BA;SOUTO SOARES;microrregiao;24.0;;;;;baixa
BA;UIBAI;microrregiao;;;460.0;;;baixa
BA;CHAPADA DIAMANTINA MERIDIONAL;mesorregiao;;;953.0;;;baixa
BA;ABAIRA;microrregiao;;;;;;baixa
BA;AGUA QUENTE;microrregiao;33.0;;;;;baixa
BA;ANDARA(;microrregiao;;;3000.0;;;baixa
BA;BARRA DA ESTIVA;microrregiao;30.0;;;;;baixa
BA;BONINAL;microrregiao;;;110.0;;;baixa
BA;BOOUIRA;microrregiao;;;5600.0;;;baixa
BA;BOTUPORÃ;microrregiao;;;79000.0;;;baixa
BA;BROTAS DE MA CAUSAS;microrregiao;;;4400.0;;;baixa
BA;CONTENDAS;microrregiao;;;2000.0;;;baixa
BA;(BICOARA;microrregiao;27.0;;;;;baixa
BA;(BIPITANGA;microrregiao;;;9000.0;;;baixa
BA;IBITIARA;microrregiao;;;37000.0;;;baixa
BA;IPUPIARA;microrregiao;;;11000.0;;;baixa
BA;IRAMAIA;microrregiao;18.0;;;;;baixa
BA;IRAOUARA;microrregiao;;;1800.0;;;baixa
BA;ITAETE;microrregiao;25.0;;;;;baixa
BA;ITUAÇU;microrregiao;;;2100.0;;;baixa
BA;.JUSSIAPE;microrregiao;;;1100.0;;;baixa
BA;LENÇO IS;microrregiao;;;;;;baixa
BA;MACAUBAS;microrregiao;;;121000.0;;;baixa
BA;MUCUGE;microrregiao;24.0;;;;;baixa
BA;OLIVEIRA DOS BREJINHOS;microrregiao;;;82000.0;;;baixa
BA;PALMEIRAS;microrregiao;24.0;;;;;baixa
BA;PARAMIRIM;microrregiao;;;690.0;;;baixa
BA;PIATÃ;microrregiao;;;390.0;;;baixa
BA;RIO DE CONTAS;microrregiao;;;450.0;;;baixa
BA;RIO DO PIRES;microrregiao;;;24000.0;;;baixa
BA;SEABRA;microrregiao;;;43000.0;;;baixa
BA;TANHAÇU;microrregiao;;;17000.0;;;baixa
BA;UTINGA;microrregiao;;;32000.0;;;baixa
BA;WAGNER;microrregiao;;;;;;baixa
BA;SERRA GERAL DA BAHIA;mesorregiao;;;1142.0;;;baixa
BA;ARACATU;microrregiao;;;6200.0;;;baixa
BA;BRUMADO;microrregiao;;;62000.0;;;baixa
BA;CACULE;microrregiao;;;3600.0;;;baixa
BA;CAETITE;microrregiao;;;199000.0;;;baixa
BA;CANDIBA;microrregiao;;;180.0;;;baixa
BA;CONDEUBA;microrregiao;;;54000.0;;;baixa
BA;CORDEIROS;microrregiao;;;18000.0;;;baixa
BA;DOM BASILIO;microrregiao;;;;;;baixa
BA;GUANAMBI;microrregiao;;;7300.0;;;baixa
BA;IBIASSUCE;microrregiao;;;170.0;;;baixa
BA;IGAPORÃ;microrregiao;;;1800.0;;;baixa
BA;.JACARACI;microrregiao;;;540.0;;;baixa
BA;LICINIO DE ALMEIDA;microrregiao;;;1000.0;;;baixa
BA;LIVRAMENTO DO BRUMADO;microrregiao;;;1140.0;;;baixa
BA;MALHADA DE PEDRAS;microrregiao;;;70.0;;;baixa
BA;MORTUGABA;microrregiao;;;22000.0;;;baixa
BA;PALMAS DE MONTE ALTO;microrregiao;;;18000.0;;;baixa
BA;PINDAI;microrregiao;;;35000.0;;;baixa
BA;PIRIPA;microrregiao;33.0;;;;;baixa
BA;PRESIDENTE .JANIO QUADROS;microrregiao;;;18000.0;;;baixa
BA;MESORREGI ÕES;microrregiao;;;;;;baixa
BA;RIACHO DE SANTANA;microrregiao;299.0;126.0;;;;baixa
BA;SEBASTIÃO LARANJEIRAS;microrregiao;;44.0;;18.0;;baixa
BA;TREMEDAL;microrregiao;245.0;93.0;;;;baixa
BA;URANOI;microrregiao;92.0;32.0;;;;baixa
BA;SENHOR;mesorregiao;;924.0;;;;baixa
BA;ANTONIO GONÇALVES;microrregiao;52.0;31.0;;;;baixa
BA;CALDEIRÃO GRANDE;microrregiao;113.0;43.0;;;;baixa
BA;CAMPO FORMOSO;microrregiao;221.0;65.0;;;;baixa
BA;.JAGUARARI;microrregiao;161.0;98.0;;;;baixa
BA;MIRANGABA;microrregiao;30.0;14.0;;;;baixa
BA;PINOOBAÇU;microrregiao;15.0;;;;;baixa
BA;SALICE;microrregiao;;;;;;baixa
BA;SENHOR;microrregiao;274.0;160.0;;;;baixa
BA;CORREDEIRAS DO SÃO FRANCISCO;mesorregiao;447.0;215.0;;;;baixa
BA;ABARE;microrregiao;;;;;;baixa
BA;CHORROCHO;microrregiao;;;;;;baixa
BA;CURAÇA;microrregiao;118.0;47.0;;;;baixa
BA;.JUAZEIRO;microrregiao;;;;;;baixa
BA;MACURURE as;microrregiao;43.0;;;;;baixa
BA;RODELAS;microrregiao;;;;;;baixa
BA;LESTE BAIANO;mesorregiao;;583.0;;6674.0;53.0;baixa
BA;PIEMONTE DA DIAMANTINA;microrregiao;;1578.0;;666.0;;baixa
BA;BAIXA GRANDE;microrregiao;115.0;48.0;;;;baixa
BA;BOA VISTA DO TUPIM;microrregiao;33.0;;;;;baixa
BA;CAEM;microrregiao;38.0;14.0;;;;baixa
BA;IBIOUERA;microrregiao;;11.0;;;;baixa
BA;ITABERABA;microrregiao;;;;30.0;;baixa
BA;JACOBINA;microrregiao;;509.0;;237.0;;baixa
BA;LAJEOINHO;microrregiao;;11.0;;;;baixa
BA;MACA JUBA;microrregiao;;20.0;;;;baixa
BA;MAlRI;microrregiao;199.0;81.0;;;;baixa
BA;MIGUEL CALMON;microrregiao;;88.0;;42.0;;baixa
BA;MUNDO NOVO;microrregiao;87.0;41.0;;;;baixa
BA;PIRITIBA;microrregiao;;;;;;baixa
BA;RUY BARBOSA;microrregiao;;129.0;;68.0;;baixa
BA;SERROLANDIA;microrregiao;;151.0;;;;baixa
BA;TAPIRAMUTA;microrregiao;;10.0;;;;baixa
BA;VARZEA DO -oço;microrregiao;;28.0;;;;baixa
BA;SERTÃO DE CANUDOS;microrregiao;;2327.0;;1089.0;;baixa
BA;CANSANÇÂO;microrregiao;;246.0;;;;baixa
BA;EUCLIDES DA CUNHA;microrregiao;;;;;;baixa
BA;ITIUBA;microrregiao;;303.0;;165.0;;baixa
BA;MONTE SANTO;microrregiao;;;;;;baixa
BA;QUEIMADAS;microrregiao;205.0;112.0;2.0;;;baixa
BA;OUIJINGUE;microrregiao;;239.0;;;;baixa
BA;TUCANO;microrregiao;;211.0;;103.0;;baixa
BA;SERRINHA;microrregiao;;50.0;;912.0;;baixa
BA;ARACI;microrregiao;;512.0;;254.0;;baixa
BA;AGUA FRIA;municipio;12.0;;;;;baixa
BA;ANGUERA;municipio;19.0;5.0;;;;baixa
BA;ANTONIO CARDOSO;municipio;73.0;22.0;;;;baixa
BA;CASTRO ALVES;municipio;;179.0;;84.0;;baixa
BA;CORAÇÃO DE MARIA;municipio;1410111.0;47.0;;;;baixa
BA;ELISIO MEDRADO;municipio;23.0;;;;;baixa
BA;FEIRA DE SANTANA;municipio;627.0;54.0;;;;baixa
BA;IAÇU;municipio;;34.0;;;;baixa
BA;IPECAETA;municipio;199.0;78.0;;;;baixa
BA;IPIRA;municipio;667.0;341.0;;;;baixa
BA;IRARA;municipio;25.0;;;;;baixa
BA;OUR I ÇANGAS;municipio;;;;;;baixa
BA;PEDRÃO;municipio;;;;;;baixa
BA;SANTA BARBARA;municipio;115.0;43.0;;;;baixa
BA;"SANTANOPOLIS ""o";municipio;74.0;;;;;baixa
BA;SANTA TERES I NHA;municipio;60.0;30.0;;;;baixa
BA;SANTO ESTE VÃO;municipio;231.0;89.0;;;;baixa
BA;SERRA PRETA;municipio;143.0;65.0;;;;baixa
BA;TANQUINHO;municipio;;29.0;;22.0;;baixa
BA;JEQUIE;microrregiao;;474.0;;131.0;38.0;baixa
BA;AIQUARA;municipio;;;;;;baixa
BA;AMARGOSA;municipio;33.0;;;;;baixa
BA;BREJÕES;municipio;;;;;;baixa
BA;CRAVOLANOIA;municipio;;;;;;baixa
BA;IRAJUBA;municipio;;;;;;baixa
BA;ITAGI;municipio;;;;;;baixa
BA;ITAOUARA;municipio;;;;;;baixa
BA;ITIRUÇU;municipio;;;;;;baixa
BA;JAGUAOUARA;municipio;;;;;;baixa
BA;JEQUIE;municipio;101.0;36.0;;;;baixa
BA;JIQUIRIÇA;municipio;;;;;;baixa
BA;JITAUNA;municipio;;10.0;;;;baixa
BA;LAFAIETE COUTINHO;municipio;11.0;;;;;baixa
BA;LAJE;municipio;23.0;;;;;baixa
BA;MARACAS;municipio;84.0;21.0;;;;baixa
BA;MARCIONILIO SOUZA;municipio;24.0;;;;;baixa
BA;MILAGRES;municipio;;55.0;;17.0;38.0;baixa
BA;MUTUIPE;municipio;;16.0;;;;baixa
BA;NOVA ITARANA;municipio;;;;;;baixa
BA;PLANAL TINO;municipio;41.0;;;;;baixa
BA;SANTA INES;municipio;;;;;;baixa
BA;UBAIRA;municipio;;;;7.0;;baixa
BA;PLANALTO DE CONQUISTA;mesorregiao;;;31300.0;;;baixa
BA;ANAGE;mesorregiao;;;6800.0;;;baixa
BA;BARRA DO CHOÇA;mesorregiao;26.0;1400.0;;;;baixa
BA;BELO CAMPO;mesorregiao;72.0;2100.0;;;;baixa
BA;BOA NOVA;mesorregiao;;;200.0;;;baixa
BA;CAATIBA;mesorregiao;16.0;;;;;baixa
BA;CANDIDO SALES;mesorregiao;71.0;30.0;;;;baixa
BA;DARIO MEIRA;mesorregiao;;;;;;baixa
BA;MANOEL VITORINO;mesorregiao;27.0;;;;;baixa
BA;NOVA CANAÃ;mesorregiao;8.0;;;;;baixa
BA;PLANALTO;mesorregiao;56.0;1400.0;;;;baixa
BA;POÇÕES;mesorregiao;77.0;2000.0;;;;baixa
BA;VITORIA DA CONQUISTA;mesorregiao;216.0;9100.0;;;;baixa
BA;PASTORIL DE ITAPETINGA;mesorregiao;;;1200.0;;;baixa
BA;ENCRUZILHADA;mesorregiao;110.0;690.0;;;;baixa
BA;ITAMBE;mesorregiao;;;;;;baixa
BA;ITAPETINGA;mesorregiao;1.0;;;;;baixa
BA;ITARANTIM;mesorregiao;;;29.0;;;baixa
BA;MACARANI;mesorregiao;12.0;;;;;baixa
BA;MAIQUINIQUE;mesorregiao;15.0;1200.0;;;;baixa
BA;SERTÃO DE PAULO AFONSO;mesorregiao;;;789.0;4.0;;baixa
BA;CORONEL JOÃO SA;mesorregiao;;;102.0;;;baixa
BA;GLORIA OS;mesorregiao;;;;;;baixa
BA;JEREMOABO;mesorregiao;;;10300.0;;;baixa
BA;PAULO AFONSO;mesorregiao;67.0;350.0;;;;baixa
BA;PEDRO ALEXANDRE;mesorregiao;;;;;;baixa
BA;SANTA BRIGIDA;mesorregiao;;;53.0;;;baixa
BA;AGRESTE DE ALAGOINHAS;mesorregiao;;;;;;baixa
BA;ACAJUTIBA;mesorregiao;;;;;;baixa
BA;ALAGOINHAS;mesorregiao;;;;;;baixa
BA;ANTAS;mesorregiao;;;;;;baixa
BA;APORA;mesorregiao;;;;;;baixa
BA;ARAMAR(;mesorregiao;;;;;;baixa
BA;CICERO DANTAS;mesorregiao;;;;;;baixa
BA;CIPO;mesorregiao;;;;;;baixa
BA;CRISOPOLIS;mesorregiao;;;;;;baixa
BA;INHAMBUPE;mesorregiao;;;;;;baixa
BA;ITAPICURU;mesorregiao;;;75.0;;;baixa
BA;NOVA SOURE;mesorregiao;;;;;;baixa
BA;OLINDINA;mesorregiao;;;;;;baixa
BA;PARIPIRANGA;mesorregiao;;;;;;baixa
BA;AMPARO;municipio;;;2420.0;7.0;;baixa
BA;RIBEIRA DO;mesorregiao;;;;;;baixa
BA;RIBEIRA DO POMBAL;mesorregiao;;;;;;baixa
BA;RIO REAL;mesorregiao;;;;;;baixa
BA;DIAS;microrregiao;154.0;610.0;;;;baixa
BA;SATIRO;mesorregiao;;;;;;baixa
BA;LITORAL NORTE BAIANO;mesorregiao;;;;;;baixa
BA;CARDEAL DA SILVA;mesorregiao;;;;;;baixa
BA;CONDE;mesorregiao;;;;;;baixa
BA;ENTRE RIOS;mesorregiao;;;13.0;;;baixa
BA;ESPLANADA;mesorregiao;;;;;;baixa
BA;ITANAGRA;mesorregiao;;;;;;baixa
BA;MESORREDIÕES, MICRORREDIÕES;municipio;;;;;;baixa
BA;JANDAIRA;municipio;;;;;;baixa
BA;RECONCAVO BAIANO;microrregiao;391.0;9900.0;2.0;;;baixa
BA;AME LIA RODRIGUES;municipio;;;;;;baixa
BA;ARATUIPE;municipio;;;;;;baixa
BA;CACHOEIRA;municipio;;;;;;baixa
BA;CONCEIÇÃO DA FEIRA;municipio;15.0;;;;;baixa
BA;CONCEIÇÃO DO ALMEIDA;municipio;10.0;;;;;baixa
BA;CONCEIÇÃO DO JACUIPE;municipio;;;;;;baixa
BA;CRUZ DAS ALMAS;municipio;43.0;;;;;baixa
BA;DOM MACEDO COSTA;municipio;;;;;;baixa
BA;GOVERNADOR MANDABE IRA;municipio;40.0;;;;;baixa
BA;ITAPARICA;municipio;;;;;;baixa
BA;JADUARIPE;municipio;;;;;;baixa
BA;MARAQOGI PE;municipio;31.0;16.0;;;;baixa
BA;MUNIZ FERREIRA;municipio;;;;;;baixa
BA;MURITIBA;municipio;62.0;;;;;baixa
BA;NAZARE;municipio;3.0;;;;;baixa
BA;SALINAS DA MARGARIDA;municipio;;;;;;baixa
BA;SANTO AMARO;municipio;24.0;;;;;baixa
BA;SANTO ANTONIO DE JESUS;municipio;34.0;;;;;baixa
BA;SÃO FELIX;municipio;;;;;;baixa
BA;SÃO FELIPE;municipio;50.0;;;;;baixa
BA;SÃO GONÇALO DOS CAMPOS;municipio;12.0;;;;;baixa
BA;SÃO SEBASTIÃO DO PASSE;municipio;;;;;;baixa
BA;SAPEAÇU;municipio;;;;;;baixa
BA;TEODORO SAMPAIO;municipio;;;;;;baixa
BA;TERRA NOVA;municipio;;;;;;baixa
BA;VERA CRUZ;municipio;;;;;;baixa
BA;CAMAÇARI;municipio;14.0;;;;;baixa
BA;CANDEIAS;municipio;;;;;;baixa
BA;CATU;municipio;43.0;3600.0;;;;baixa
BA;LAURO DE FREITAS;municipio;;;;;;baixa
BA;MATA DE SÃO JOÃO;municipio;16.0;;;;;baixa
BA;POJUCA;municipio;17.0;12.0;;;;baixa
BA;SÃO FRANCISCO DO CONDE;municipio;;;;;;baixa
BA;SIMÕES FILHO;municipio;31.0;2500.0;;;;baixa
BA;LITORAL SUL BAIANO;mesorregiao;908.0;324.0;;;;baixa
BA;TABULEIROS DE VALENÇA;microrregiao;188.0;670.0;;;;baixa
BA;CAIRU;municipio;;;;;;baixa
BA;CAMAMU;municipio;47.0;;;;;baixa
BA;IBIRAPITANDA;municipio;;;;;;baixa
BA;ITUBERA;municipio;13.0;;;;;baixa
BA;MARAU;municipio;;;;;;baixa
BA;NILO PEÇANHA;municipio;;;;;;baixa
BA;TAPEADA;municipio;42.0;;;;;baixa
BA;VALENÇA;municipio;79.0;440.0;;;;baixa
BA;ENCOSTA DO PLANALTO DE CONQUISTA;mesorregiao;158.0;540.0;;;;baixa
BA;FIRMINO ALVES;mesorregiao;12.0;;;;;baixa
BA;FLORESTA AZUL;mesorregiao;12.0;;;;;baixa
BA;IBICUI;mesorregiao;33.0;16.0;;;;baixa
